sgg_code10,sgis7_2019,yyyymm,sido_e9,sigungu_e9,sido_name,sigungu_name,sido_pop,sigungu_pop,sido_trade,sigungu_trade,present_e9,present_pop,present_trade
11440,1114000,201501,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,201601,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,201701,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,201801,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,201901,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,202001,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,202101,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,202201,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,202301,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,202401,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
11440,1114000,202501,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,서울특별시,마포구,1,1,1
