시도,시군구,E9_총계,연도,월
전라남도,광양시,425,2019,6
전라남도,구례군,56,2019,6
전라남도,나주시,1093,2019,6
전라남도,담양군,687,2019,6
전라남도,목포시,331,2019,6
전라남도,무안군,585,2019,6
전라남도,보성군,218,2019,6
전라남도,순천시,413,2019,6
전라남도,신안군,443,2019,6
전라남도,여수시,1215,2019,6
전라남도,영광군,348,2019,6
전라남도,영암군,2199,2019,6
전라남도,완도군,1449,2019,6
전라남도,장성군,637,2019,6
전라남도,장흥군,301,2019,6
전라남도,진도군,1045,2019,6
전라남도,함평군,426,2019,6
전라남도,해남군,741,2019,6
전라남도,화순군,341,2019,6
전라북도,고창군,399,2019,6
전라북도,군산시,2037,2019,6
전라북도,김제시,1273,2019,6
전라북도,남원시,291,2019,6
전라북도,무주군,26,2019,6
전라북도,부안군,288,2019,6
전라북도,순창군,117,2019,6
전라북도,완주군,1028,2019,6
전라북도,익산시,1528,2019,6
전라북도,임실군,105,2019,6
전라북도,장수군,178,2019,6
전라북도,전주시 덕진구,402,2019,6
전라북도,전주시 완산구,92,2019,6
전라북도,정읍시,1032,2019,6
전라북도,진안군,119,2019,6
제주특별자치도,서귀포시,1600,2019,6
제주특별자치도,제주시,2357,2019,6
충청남도,계룡시,38,2019,6
충청남도,공주시,627,2019,6
충청남도,금산군,935,2019,6
충청남도,논산시,2081,2019,6
충청남도,당진군,53,2019,6
충청남도,당진시,2098,2019,6
충청남도,보령시,1348,2019,6
충청남도,부여군,632,2019,6
충청남도,서산시,747,2019,6
충청남도,서천군,650,2019,6
충청남도,아산시,4559,2019,6
충청남도,예산군,1164,2019,6
충청남도,천안시 동남구,2003,2019,6
충청남도,천안시 서북구,3004,2019,6
충청남도,청양군,310,2019,6
충청남도,태안군,376,2019,6
충청남도,홍성군,1146,2019,6
충청북도,괴산군,410,2019,6
충청북도,단양군,62,2019,6
충청북도,보은군,184,2019,6
충청북도,영동군,196,2019,6
충청북도,옥천군,358,2019,6
충청북도,음성군,5268,2019,6
충청북도,제천시,325,2019,6
충청북도,증평군,204,2019,6
충청북도,진천군,2690,2019,6
충청북도,청주시 상당구,238,2019,6
충청북도,청주시 서원구,315,2019,6
충청북도,청주시 청원구,1120,2019,6
충청북도,청주시 흥덕구,923,2019,6
충청북도,충주시,2043,2019,6
강원도,강릉시,333,2019,9
강원도,고성군,144,2019,9
강원도,동해시,332,2019,9
강원도,삼척시,187,2019,9
강원도,속초시,195,2019,9
강원도,양구군,100,2019,9
강원도,양양군,97,2019,9
강원도,영월군,40,2019,9
강원도,원주시,834,2019,9
강원도,인제군,195,2019,9
강원도,정선군,35,2019,9
강원도,철원군,557,2019,9
강원도,춘천시,307,2019,9
강원도,태백시,20,2019,9
강원도,평창군,90,2019,9
강원도,홍천군,594,2019,9
강원도,화천군,128,2019,9
강원도,횡성군,301,2019,9
경기도,가평군,138,2019,9
경기도,고양시 덕양구,712,2019,9
경기도,고양시 일산동구,1263,2019,9
경기도,고양시 일산서구,319,2019,9
경기도,과천시,7,2019,9
경기도,광명시,206,2019,9
경기도,광주시,6801,2019,9
경기도,구리시,254,2019,9
경기도,군포시,585,2019,9
경기도,김포시,12176,2019,9
경기도,남양주시,3324,2019,9
경기도,동두천시,577,2019,9
경기도,부천시,2040,2019,9
경기도,성남시 분당구,83,2019,9
경기도,성남시 수정구,115,2019,9
경기도,성남시 중원구,315,2019,9
경기도,수원시 권선구,393,2019,9
경기도,수원시 영통구,254,2019,9
경기도,수원시 장안구,38,2019,9
경기도,수원시 팔달구,80,2019,9
경기도,시흥시,6426,2019,9
경기도,안산시 단원구,5542,2019,9
경기도,안산시 상록구,513,2019,9
경기도,안성시,4491,2019,9
경기도,안양시 동안구,108,2019,9
경기도,안양시 만안구,186,2019,9
경기도,양주시,4186,2019,9
경기도,양평군,727,2019,9
경기도,여주시,2095,2019,9
경기도,연천군,515,2019,9
경기도,오산시,443,2019,9
경기도,용인시 기흥구,317,2019,9
경기도,용인시 수지구,70,2019,9
경기도,용인시 처인구,4409,2019,9
경기도,의왕시,257,2019,9
경기도,의정부시,217,2019,9
경기도,이천시,4326,2019,9
경기도,파주시,6212,2019,9
경기도,평택시,4872,2019,9
경기도,포천시,8896,2019,9
경기도,하남시,834,2019,9
경기도,화성시,21459,2019,9
경상남도,거제시,3135,2019,9
경상남도,거창군,180,2019,9
경상남도,고성군,786,2019,9
경상남도,김해시,9378,2019,9
경상남도,남해군,514,2019,9
경상남도,밀양시,2042,2019,9
경상남도,사천시,936,2019,9
경상남도,산청군,367,2019,9
경상남도,양산시,2590,2019,9
경상남도,의령군,497,2019,9
경상남도,진주시,1842,2019,9
경상남도,창녕군,1446,2019,9
경상남도,창원시 마산합포구,639,2019,9
경상남도,창원시 마산회원구,573,2019,9
경상남도,창원시 성산구,1571,2019,9
경상남도,창원시 의창구,1144,2019,9
경상남도,창원시 진해구,1176,2019,9
경상남도,통영시,1496,2019,9
경상남도,하동군,220,2019,9
경상남도,함안군,2503,2019,9
경상남도,함양군,159,2019,9
경상남도,합천군,289,2019,9
경상북도,경산시,2134,2019,9
경상북도,경주시,2802,2019,9
경상북도,고령군,1340,2019,9
경상북도,구미시,1890,2019,9
경상북도,군위군,390,2019,9
경상북도,김천시,872,2019,9
경상북도,문경시,206,2019,9
경상북도,봉화군,77,2019,9
경상북도,상주시,314,2019,9
경상북도,성주군,1217,2019,9
경상북도,안동시,406,2019,9
경상북도,영덕군,305,2019,9
경상북도,영양군,29,2019,9
경상북도,영주시,290,2019,9
경상북도,영천시,1896,2019,9
경상북도,예천군,180,2019,9
경상북도,울릉군,86,2019,9
경상북도,울진군,442,2019,9
경상북도,의성군,300,2019,9
경상북도,청도군,822,2019,9
경상북도,청송군,18,2019,9
경상북도,칠곡군,2135,2019,9
경상북도,포항시 남구,760,2019,9
경상북도,포항시 북구,333,2019,9
광주광역시,광산구,3323,2019,9
광주광역시,남구,54,2019,9
광주광역시,동구,26,2019,9
광주광역시,북구,427,2019,9
광주광역시,서구,191,2019,9
대구광역시,남구,9,2019,9
대구광역시,달서구,2736,2019,9
대구광역시,달성군,2531,2019,9
대구광역시,동구,98,2019,9
대구광역시,북구,740,2019,9
대구광역시,서구,633,2019,9
대구광역시,수성구,38,2019,9
대구광역시,중구,31,2019,9
대전광역시,대덕구,589,2019,9
대전광역시,동구,105,2019,9
대전광역시,서구,43,2019,9
대전광역시,유성구,131,2019,9
대전광역시,중구,39,2019,9
부산광역시,강서구,3839,2019,9
부산광역시,금정구,163,2019,9
부산광역시,기장군,966,2019,9
부산광역시,남구,47,2019,9
부산광역시,동구,7,2019,9
부산광역시,동래구,24,2019,9
부산광역시,부산진구,39,2019,9
부산광역시,북구,11,2019,9
부산광역시,사상구,1000,2019,9
부산광역시,사하구,1581,2019,9
부산광역시,서구,76,2019,9
부산광역시,수영구,31,2019,9
부산광역시,연제구,27,2019,9
부산광역시,영도구,114,2019,9
부산광역시,중구,4,2019,9
부산광역시,해운대구,100,2019,9
서울특별시,강남구,176,2019,9
서울특별시,강동구,186,2019,9
서울특별시,강북구,38,2019,9
서울특별시,강서구,190,2019,9
서울특별시,관악구,153,2019,9
서울특별시,광진구,76,2019,9
서울특별시,구로구,224,2019,9
서울특별시,금천구,392,2019,9
서울특별시,노원구,13,2019,9
서울특별시,도봉구,256,2019,9
서울특별시,동대문구,122,2019,9
서울특별시,동작구,40,2019,9
서울특별시,마포구,48,2019,9
서울특별시,서대문구,38,2019,9
서울특별시,서초구,99,2019,9
서울특별시,성동구,333,2019,9
서울특별시,성북구,120,2019,9
서울특별시,송파구,168,2019,9
서울특별시,양천구,86,2019,9
서울특별시,영등포구,255,2019,9
서울특별시,용산구,49,2019,9
서울특별시,은평구,47,2019,9
서울특별시,종로구,54,2019,9
서울특별시,중구,94,2019,9
서울특별시,중랑구,94,2019,9
울산광역시,남구,250,2019,9
울산광역시,동구,883,2019,9
울산광역시,북구,898,2019,9
울산광역시,울주군,2740,2019,9
울산광역시,중구,39,2019,9
인천광역시,강화군,445,2019,9
인천광역시,계양구,424,2019,9
인천광역시,남구,11,2019,9
인천광역시,남동구,5087,2019,9
인천광역시,동구,239,2019,9
인천광역시,미추홀구,614,2019,9
인천광역시,부평구,656,2019,9
인천광역시,서구,5539,2019,9
인천광역시,연수구,283,2019,9
인천광역시,옹진군,147,2019,9
인천광역시,중구,231,2019,9
전라남도,강진군,209,2019,9
전라남도,고흥군,649,2019,9
전라남도,곡성군,146,2019,9
전라남도,광양시,419,2019,9
전라남도,구례군,56,2019,9
전라남도,나주시,1121,2019,9
전라남도,담양군,683,2019,9
전라남도,목포시,341,2019,9
전라남도,무안군,613,2019,9
전라남도,보성군,214,2019,9
전라남도,순천시,407,2019,9
전라남도,신안군,460,2019,9
전라남도,여수시,1212,2019,9
전라남도,영광군,356,2019,9
전라남도,영암군,2233,2019,9
전라남도,완도군,1550,2019,9
전라남도,장성군,656,2019,9
전라남도,장흥군,297,2019,9
전라남도,진도군,1109,2019,9
전라남도,함평군,429,2019,9
전라남도,해남군,781,2019,9
전라남도,화순군,368,2019,9
전라북도,고창군,418,2019,9
전라북도,군산시,2053,2019,9
전라북도,김제시,1285,2019,9
전라북도,남원시,290,2019,9
전라북도,무주군,33,2019,9
전라북도,부안군,334,2019,9
전라북도,순창군,123,2019,9
전라북도,완주군,1018,2019,9
전라북도,익산시,1525,2019,9
전라북도,임실군,103,2019,9
전라북도,장수군,180,2019,9
전라북도,전주시 덕진구,431,2019,9
전라북도,전주시 완산구,99,2019,9
전라북도,정읍시,1054,2019,9
전라북도,진안군,132,2019,9
제주특별자치도,서귀포시,1649,2019,9
제주특별자치도,제주시,2367,2019,9
충청남도,계룡시,55,2019,9
충청남도,공주시,662,2019,9
충청남도,금산군,979,2019,9
충청남도,논산시,2135,2019,9
충청남도,당진군,52,2019,9
충청남도,당진시,2146,2019,9
충청남도,보령시,1384,2019,9
충청남도,부여군,645,2019,9
충청남도,서산시,754,2019,9
충청남도,서천군,687,2019,9
충청남도,아산시,4560,2019,9
충청남도,예산군,1192,2019,9
충청남도,천안시 동남구,2034,2019,9
충청남도,천안시 서북구,2906,2019,9
충청남도,청양군,320,2019,9
충청남도,태안군,399,2019,9
충청남도,홍성군,1200,2019,9
충청북도,괴산군,439,2019,9
충청북도,단양군,56,2019,9
충청북도,보은군,186,2019,9
충청북도,영동군,205,2019,9
충청북도,옥천군,353,2019,9
충청북도,음성군,5335,2019,9
충청북도,제천시,349,2019,9
충청북도,증평군,221,2019,9
충청북도,진천군,2678,2019,9
충청북도,청주시 상당구,198,2019,9
충청북도,청주시 서원구,318,2019,9
충청북도,청주시 청원구,1125,2019,9
충청북도,청주시 흥덕구,937,2019,9
충청북도,충주시,2057,2019,9
강원도,강릉시,348,2019,12
강원도,고성군,146,2019,12
강원도,동해시,325,2019,12
강원도,삼척시,183,2019,12
강원도,속초시,205,2019,12
강원도,양구군,85,2019,12
강원도,양양군,100,2019,12
강원도,영월군,40,2019,12
강원도,원주시,829,2019,12
강원도,인제군,153,2019,12
강원도,정선군,38,2019,12
강원도,철원군,482,2019,12
강원도,춘천시,261,2019,12
강원도,태백시,24,2019,12
강원도,평창군,86,2019,12
강원도,홍천군,457,2019,12
강원도,화천군,101,2019,12
강원도,횡성군,298,2019,12
경기도,가평군,132,2019,12
경기도,고양시 덕양구,693,2019,12
경기도,고양시 일산동구,1263,2019,12
경기도,고양시 일산서구,317,2019,12
경기도,과천시,7,2019,12
경기도,광명시,204,2019,12
경기도,광주시,6807,2019,12
경기도,구리시,306,2019,12
경기도,군포시,575,2019,12
경기도,김포시,12220,2019,12
경기도,남양주시,3295,2019,12
경기도,동두천시,597,2019,12
경기도,부천시,2030,2019,12
경기도,성남시 분당구,86,2019,12
경기도,성남시 수정구,121,2019,12
경기도,성남시 중원구,315,2019,12
경기도,수원시 권선구,368,2019,12
경기도,수원시 영통구,250,2019,12
경기도,수원시 장안구,22,2019,12
경기도,수원시 팔달구,105,2019,12
경기도,시흥시,6346,2019,12
경기도,안산시 단원구,5503,2019,12
경기도,안산시 상록구,514,2019,12
경기도,안성시,4505,2019,12
경기도,안양시 동안구,105,2019,12
경기도,안양시 만안구,182,2019,12
경기도,양주시,4206,2019,12
경기도,양평군,704,2019,12
경기도,여주시,2066,2019,12
경기도,연천군,489,2019,12
경기도,오산시,414,2019,12
경기도,용인시 기흥구,315,2019,12
경기도,용인시 수지구,80,2019,12
경기도,용인시 처인구,4457,2019,12
경기도,의왕시,256,2019,12
경기도,의정부시,213,2019,12
경기도,이천시,4306,2019,12
경기도,파주시,6290,2019,12
경기도,평택시,4809,2019,12
경기도,포천시,8925,2019,12
경기도,하남시,821,2019,12
경기도,화성시,21398,2019,12
경상남도,거제시,3214,2019,12
경상남도,거창군,175,2019,12
경상남도,고성군,799,2019,12
경상남도,김해시,9243,2019,12
경상남도,남해군,520,2019,12
경상남도,밀양시,2038,2019,12
경상남도,사천시,888,2019,12
경상남도,산청군,371,2019,12
경상남도,양산시,2618,2019,12
경상남도,의령군,505,2019,12
경상남도,진주시,1778,2019,12
경상남도,창녕군,1442,2019,12
경상남도,창원시 마산합포구,633,2019,12
경상남도,창원시 마산회원구,561,2019,12
경상남도,창원시 성산구,1550,2019,12
경상남도,창원시 의창구,1137,2019,12
경상남도,창원시 진해구,1169,2019,12
경상남도,통영시,1550,2019,12
경상남도,하동군,221,2019,12
경상남도,함안군,2474,2019,12
경상남도,함양군,164,2019,12
경상남도,합천군,306,2019,12
경상북도,경산시,2138,2019,12
경상북도,경주시,2818,2019,12
경상북도,고령군,1359,2019,12
경상북도,구미시,1807,2019,12
경상북도,군위군,378,2019,12
경상북도,김천시,876,2019,12
경상북도,문경시,197,2019,12
경상북도,봉화군,77,2019,12
경상북도,상주시,309,2019,12
경상북도,성주군,1223,2019,12
경상북도,안동시,383,2019,12
경상북도,영덕군,329,2019,12
경상북도,영양군,31,2019,12
경상북도,영주시,271,2019,12
경상북도,영천시,1836,2019,12
경상북도,예천군,177,2019,12
경상북도,울릉군,83,2019,12
경상북도,울진군,440,2019,12
경상북도,의성군,299,2019,12
경상북도,청도군,804,2019,12
경상북도,청송군,18,2019,12
경상북도,칠곡군,2143,2019,12
경상북도,포항시 남구,753,2019,12
경상북도,포항시 북구,336,2019,12
광주광역시,광산구,3286,2019,12
광주광역시,남구,55,2019,12
광주광역시,동구,19,2019,12
광주광역시,북구,443,2019,12
광주광역시,서구,199,2019,12
대구광역시,남구,5,2019,12
대구광역시,달서구,2707,2019,12
대구광역시,달성군,2466,2019,12
대구광역시,동구,101,2019,12
대구광역시,북구,725,2019,12
대구광역시,서구,602,2019,12
대구광역시,수성구,37,2019,12
대구광역시,중구,32,2019,12
대전광역시,대덕구,602,2019,12
대전광역시,동구,114,2019,12
대전광역시,서구,45,2019,12
대전광역시,유성구,135,2019,12
대전광역시,중구,41,2019,12
부산광역시,강서구,3924,2019,12
부산광역시,금정구,147,2019,12
부산광역시,기장군,962,2019,12
부산광역시,남구,47,2019,12
부산광역시,동구,6,2019,12
부산광역시,동래구,21,2019,12
부산광역시,부산진구,45,2019,12
부산광역시,북구,10,2019,12
부산광역시,사상구,1050,2019,12
부산광역시,사하구,1619,2019,12
부산광역시,서구,81,2019,12
부산광역시,수영구,27,2019,12
부산광역시,연제구,27,2019,12
부산광역시,영도구,112,2019,12
부산광역시,중구,3,2019,12
부산광역시,해운대구,105,2019,12
서울특별시,강남구,221,2019,12
서울특별시,강동구,191,2019,12
서울특별시,강북구,38,2019,12
서울특별시,강서구,171,2019,12
서울특별시,관악구,153,2019,12
서울특별시,광진구,78,2019,12
서울특별시,구로구,228,2019,12
서울특별시,금천구,377,2019,12
서울특별시,노원구,17,2019,12
서울특별시,도봉구,243,2019,12
서울특별시,동대문구,123,2019,12
서울특별시,동작구,46,2019,12
서울특별시,마포구,49,2019,12
서울특별시,서대문구,32,2019,12
서울특별시,서초구,118,2019,12
서울특별시,성동구,330,2019,12
서울특별시,성북구,103,2019,12
서울특별시,송파구,166,2019,12
서울특별시,양천구,105,2019,12
서울특별시,영등포구,318,2019,12
서울특별시,용산구,45,2019,12
서울특별시,은평구,40,2019,12
서울특별시,종로구,61,2019,12
서울특별시,중구,94,2019,12
서울특별시,중랑구,95,2019,12
울산광역시,남구,260,2019,12
울산광역시,동구,929,2019,12
울산광역시,북구,919,2019,12
울산광역시,울주군,2854,2019,12
울산광역시,중구,44,2019,12
인천광역시,강화군,470,2019,12
인천광역시,계양구,454,2019,12
인천광역시,남구,9,2019,12
인천광역시,남동구,4969,2019,12
인천광역시,동구,234,2019,12
인천광역시,미추홀구,610,2019,12
인천광역시,부평구,622,2019,12
인천광역시,서구,5489,2019,12
인천광역시,연수구,288,2019,12
인천광역시,옹진군,144,2019,12
인천광역시,중구,249,2019,12
전라남도,강진군,185,2019,12
전라남도,고흥군,646,2019,12
전라남도,곡성군,154,2019,12
전라남도,광양시,424,2019,12
전라남도,구례군,52,2019,12
전라남도,나주시,1127,2019,12
전라남도,담양군,693,2019,12
전라남도,목포시,319,2019,12
전라남도,무안군,625,2019,12
전라남도,보성군,213,2019,12
전라남도,순천시,393,2019,12
전라남도,신안군,468,2019,12
전라남도,여수시,1226,2019,12
전라남도,영광군,384,2019,12
전라남도,영암군,2285,2019,12
전라남도,완도군,1606,2019,12
전라남도,장성군,648,2019,12
전라남도,장흥군,290,2019,12
전라남도,진도군,1130,2019,12
전라남도,함평군,450,2019,12
전라남도,해남군,802,2019,12
전라남도,화순군,376,2019,12
전라북도,고창군,423,2019,12
전라북도,군산시,2015,2019,12
전라북도,김제시,1283,2019,12
전라북도,남원시,290,2019,12
전라북도,무주군,31,2019,12
전라북도,부안군,336,2019,12
전라북도,순창군,134,2019,12
전라북도,완주군,1011,2019,12
전라북도,익산시,1466,2019,12
전라북도,임실군,103,2019,12
전라북도,장수군,185,2019,12
전라북도,전주시 덕진구,444,2019,12
전라북도,전주시 완산구,94,2019,12
전라북도,정읍시,1037,2019,12
전라북도,진안군,131,2019,12
제주특별자치도,서귀포시,1623,2019,12
제주특별자치도,제주시,2306,2019,12
충청남도,계룡시,51,2019,12
충청남도,공주시,667,2019,12
충청남도,금산군,976,2019,12
충청남도,논산시,2125,2019,12
충청남도,당진군,50,2019,12
충청남도,당진시,2124,2019,12
충청남도,보령시,1395,2019,12
충청남도,부여군,673,2019,12
충청남도,서산시,743,2019,12
충청남도,서천군,712,2019,12
충청남도,아산시,4577,2019,12
충청남도,예산군,1205,2019,12
충청남도,천안시 동남구,1976,2019,12
충청남도,천안시 서북구,2890,2019,12
충청남도,청양군,327,2019,12
충청남도,태안군,401,2019,12
충청남도,홍성군,1224,2019,12
충청북도,괴산군,428,2019,12
충청북도,단양군,51,2019,12
충청북도,보은군,194,2019,12
충청북도,영동군,198,2019,12
충청북도,옥천군,349,2019,12
충청북도,음성군,5508,2019,12
충청북도,제천시,355,2019,12
충청북도,증평군,228,2019,12
충청북도,진천군,2682,2019,12
충청북도,청원군,24,2019,12
충청북도,청주시 상당구,200,2019,12
충청북도,청주시 서원구,330,2019,12
충청북도,청주시 청원구,1136,2019,12
충청북도,청주시 흥덕구,920,2019,12
충청북도,충주시,2077,2019,12
강원도,강릉시,350,2020,3
강원도,고성군,145,2020,3
강원도,동해시,304,2020,3
강원도,삼척시,173,2020,3
강원도,속초시,195,2020,3
강원도,양구군,80,2020,3
강원도,양양군,98,2020,3
강원도,영월군,39,2020,3
강원도,원주시,809,2020,3
강원도,인제군,137,2020,3
강원도,정선군,36,2020,3
강원도,철원군,449,2020,3
강원도,춘천시,261,2020,3
강원도,태백시,21,2020,3
강원도,평창군,92,2020,3
강원도,홍천군,424,2020,3
강원도,화천군,93,2020,3
강원도,횡성군,284,2020,3
경기도,가평군,134,2020,3
경기도,고양시 덕양구,637,2020,3
경기도,고양시 일산동구,1244,2020,3
경기도,고양시 일산서구,313,2020,3
경기도,과천시,6,2020,3
경기도,광명시,195,2020,3
경기도,광주시,6798,2020,3
경기도,구리시,303,2020,3
경기도,군포시,557,2020,3
경기도,김포시,11969,2020,3
경기도,남양주시,3205,2020,3
경기도,동두천시,582,2020,3
경기도,부천시,1995,2020,3
경기도,부천시 소사구,0,2020,3
경기도,부천시 원미구,0,2020,3
경기도,성남시 분당구,86,2020,3
경기도,성남시 수정구,120,2020,3
경기도,성남시 중원구,309,2020,3
경기도,수원시 권선구,357,2020,3
경기도,수원시 영통구,243,2020,3
경기도,수원시 장안구,20,2020,3
경기도,수원시 팔달구,89,2020,3
경기도,시흥시,6223,2020,3
경기도,안산시 단원구,5379,2020,3
경기도,안산시 상록구,491,2020,3
경기도,안성시,4468,2020,3
경기도,안양시 동안구,91,2020,3
경기도,안양시 만안구,175,2020,3
경기도,양주시,4102,2020,3
경기도,양평군,699,2020,3
경기도,여주시,2019,2020,3
경기도,연천군,478,2020,3
경기도,오산시,399,2020,3
경기도,용인시 기흥구,318,2020,3
경기도,용인시 수지구,74,2020,3
경기도,용인시 처인구,4378,2020,3
경기도,의왕시,251,2020,3
경기도,의정부시,215,2020,3
경기도,이천시,4224,2020,3
경기도,파주시,6197,2020,3
경기도,평택시,4724,2020,3
경기도,포천시,8776,2020,3
경기도,하남시,800,2020,3
경기도,화성시,21361,2020,3
경상남도,거제시,3031,2020,3
경상남도,거창군,179,2020,3
경상남도,고성군,776,2020,3
경상남도,김해시,8873,2020,3
경상남도,남해군,511,2020,3
경상남도,밀양시,2021,2020,3
경상남도,사천시,856,2020,3
경상남도,산청군,367,2020,3
경상남도,양산시,2532,2020,3
경상남도,의령군,493,2020,3
경상남도,진주시,1701,2020,3
경상남도,창녕군,1385,2020,3
경상남도,창원시 마산합포구,608,2020,3
경상남도,창원시 마산회원구,540,2020,3
경상남도,창원시 성산구,1488,2020,3
경상남도,창원시 의창구,1095,2020,3
경상남도,창원시 진해구,1123,2020,3
경상남도,통영시,1535,2020,3
경상남도,하동군,213,2020,3
경상남도,함안군,2355,2020,3
경상남도,함양군,164,2020,3
경상남도,합천군,321,2020,3
경상북도,경산시,2053,2020,3
경상북도,경주시,2661,2020,3
경상북도,고령군,1304,2020,3
경상북도,구미시,1709,2020,3
경상북도,군위군,365,2020,3
경상북도,김천시,861,2020,3
경상북도,문경시,193,2020,3
경상북도,봉화군,79,2020,3
경상북도,상주시,302,2020,3
경상북도,성주군,1193,2020,3
경상북도,안동시,368,2020,3
경상북도,영덕군,326,2020,3
경상북도,영양군,29,2020,3
경상북도,영주시,249,2020,3
경상북도,영천시,1728,2020,3
경상북도,예천군,187,2020,3
경상북도,울릉군,71,2020,3
경상북도,울진군,405,2020,3
경상북도,의성군,295,2020,3
경상북도,청도군,761,2020,3
경상북도,청송군,21,2020,3
경상북도,칠곡군,2009,2020,3
경상북도,포항시 남구,731,2020,3
경상북도,포항시 북구,344,2020,3
광주광역시,광산구,3231,2020,3
광주광역시,남구,56,2020,3
광주광역시,동구,17,2020,3
광주광역시,북구,442,2020,3
광주광역시,서구,212,2020,3
대구광역시,남구,5,2020,3
대구광역시,달서구,2584,2020,3
대구광역시,달성군,2335,2020,3
대구광역시,동구,92,2020,3
대구광역시,북구,703,2020,3
대구광역시,서구,587,2020,3
대구광역시,수성구,36,2020,3
대구광역시,중구,31,2020,3
대전광역시,대덕구,581,2020,3
대전광역시,동구,109,2020,3
대전광역시,서구,51,2020,3
대전광역시,유성구,148,2020,3
대전광역시,중구,39,2020,3
부산광역시,강서구,3782,2020,3
부산광역시,금정구,128,2020,3
부산광역시,기장군,927,2020,3
부산광역시,남구,38,2020,3
부산광역시,동구,6,2020,3
부산광역시,동래구,20,2020,3
부산광역시,부산진구,42,2020,3
부산광역시,북구,10,2020,3
부산광역시,사상구,988,2020,3
부산광역시,사하구,1547,2020,3
부산광역시,서구,76,2020,3
부산광역시,수영구,27,2020,3
부산광역시,연제구,26,2020,3
부산광역시,영도구,108,2020,3
부산광역시,중구,3,2020,3
부산광역시,해운대구,101,2020,3
서울특별시,강남구,221,2020,3
서울특별시,강동구,182,2020,3
서울특별시,강북구,36,2020,3
서울특별시,강서구,167,2020,3
서울특별시,관악구,161,2020,3
서울특별시,광진구,78,2020,3
서울특별시,구로구,216,2020,3
서울특별시,금천구,355,2020,3
서울특별시,노원구,20,2020,3
서울특별시,도봉구,224,2020,3
서울특별시,동대문구,115,2020,3
서울특별시,동작구,46,2020,3
서울특별시,마포구,44,2020,3
서울특별시,서대문구,27,2020,3
서울특별시,서초구,116,2020,3
서울특별시,성동구,324,2020,3
서울특별시,성북구,101,2020,3
서울특별시,송파구,155,2020,3
서울특별시,양천구,123,2020,3
서울특별시,영등포구,341,2020,3
서울특별시,용산구,55,2020,3
서울특별시,은평구,38,2020,3
서울특별시,종로구,58,2020,3
서울특별시,중구,97,2020,3
서울특별시,중랑구,95,2020,3
울산광역시,남구,262,2020,3
울산광역시,동구,867,2020,3
울산광역시,북구,873,2020,3
울산광역시,울주군,2699,2020,3
울산광역시,중구,43,2020,3
인천광역시,강화군,479,2020,3
인천광역시,계양구,453,2020,3
인천광역시,남구,9,2020,3
인천광역시,남동구,4865,2020,3
인천광역시,동구,238,2020,3
인천광역시,미추홀구,607,2020,3
인천광역시,부평구,590,2020,3
인천광역시,서구,5405,2020,3
인천광역시,연수구,273,2020,3
인천광역시,옹진군,149,2020,3
인천광역시,중구,254,2020,3
전라남도,강진군,182,2020,3
전라남도,고흥군,634,2020,3
전라남도,곡성군,155,2020,3
전라남도,광양시,402,2020,3
전라남도,구례군,51,2020,3
전라남도,나주시,1137,2020,3
전라남도,담양군,707,2020,3
전라남도,목포시,321,2020,3
전라남도,무안군,634,2020,3
전라남도,보성군,206,2020,3
전라남도,순천시,371,2020,3
전라남도,신안군,452,2020,3
전라남도,여수시,1171,2020,3
전라남도,영광군,379,2020,3
전라남도,영암군,2235,2020,3
전라남도,완도군,1627,2020,3
전라남도,장성군,624,2020,3
전라남도,장흥군,280,2020,3
전라남도,진도군,1152,2020,3
전라남도,함평군,442,2020,3
전라남도,해남군,798,2020,3
전라남도,화순군,379,2020,3
전라북도,고창군,420,2020,3
전라북도,군산시,1997,2020,3
전라북도,김제시,1246,2020,3
전라북도,남원시,277,2020,3
전라북도,무주군,29,2020,3
전라북도,부안군,344,2020,3
전라북도,순창군,129,2020,3
전라북도,완주군,1009,2020,3
전라북도,익산시,1420,2020,3
전라북도,임실군,97,2020,3
전라북도,장수군,175,2020,3
전라북도,전주시 덕진구,426,2020,3
전라북도,전주시 완산구,127,2020,3
전라북도,정읍시,1006,2020,3
전라북도,진안군,123,2020,3
제주특별자치도,서귀포시,1575,2020,3
제주특별자치도,제주시,2165,2020,3
충청남도,계룡시,55,2020,3
충청남도,공주시,657,2020,3
충청남도,금산군,964,2020,3
충청남도,논산시,2119,2020,3
충청남도,당진시,2103,2020,3
충청남도,보령시,1326,2020,3
충청남도,부여군,646,2020,3
충청남도,서산시,749,2020,3
충청남도,서천군,706,2020,3
충청남도,아산시,4438,2020,3
충청남도,예산군,1161,2020,3
충청남도,천안시 동남구,1876,2020,3
충청남도,천안시 서북구,2812,2020,3
충청남도,청양군,316,2020,3
충청남도,태안군,414,2020,3
충청남도,홍성군,1195,2020,3
충청북도,괴산군,410,2020,3
충청북도,단양군,48,2020,3
충청북도,보은군,192,2020,3
충청북도,영동군,193,2020,3
충청북도,옥천군,337,2020,3
충청북도,음성군,5304,2020,3
충청북도,제천시,339,2020,3
충청북도,증평군,233,2020,3
충청북도,진천군,2564,2020,3
충청북도,청주시 상당구,179,2020,3
충청북도,청주시 서원구,321,2020,3
충청북도,청주시 청원구,1121,2020,3
충청북도,청주시 흥덕구,898,2020,3
충청북도,충주시,2011,2020,3
강원도,강릉시,346,2020,6
강원도,고성군,142,2020,6
