sido,sigungu,yyyymm,value,year,month
경상남도,통영시,202409,1978,2024,9
경상남도,통영시,202412,2016,2024,12
경상남도,통영시,202503,1998,2025,3
경상남도,통영시,202506,1980,2025,6
경상남도,하동군,200906,21,2009,6
경상남도,하동군,200912,42,2009,12
경상남도,하동군,201006,60,2010,6
경상남도,하동군,201012,67,2010,12
경상남도,하동군,201106,87,2011,6
경상남도,하동군,201112,76,2011,12
경상남도,하동군,201206,108,2012,6
경상남도,하동군,201212,124,2012,12
경상남도,하동군,201303,254,2013,3
경상남도,하동군,201306,141,2013,6
경상남도,하동군,201309,180,2013,9
경상남도,하동군,201312,158,2013,12
경상남도,하동군,201403,151,2014,3
경상남도,하동군,201406,199,2014,6
경상남도,하동군,201409,207,2014,9
경상남도,하동군,201412,226,2014,12
경상남도,하동군,201503,201,2015,3
경상남도,하동군,201506,239,2015,6
경상남도,하동군,201509,257,2015,9
경상남도,하동군,201512,268,2015,12
경상남도,하동군,201603,208,2016,3
경상남도,하동군,201606,190,2016,6
경상남도,하동군,201609,188,2016,9
경상남도,하동군,201612,190,2016,12
경상남도,하동군,201703,180,2017,3
경상남도,하동군,201706,189,2017,6
경상남도,하동군,201709,229,2017,9
경상남도,하동군,201712,234,2017,12
경상남도,하동군,201803,226,2018,3
경상남도,하동군,201806,222,2018,6
경상남도,하동군,201809,231,2018,9
경상남도,하동군,201812,233,2018,12
경상남도,하동군,201903,211,2019,3
경상남도,하동군,201906,212,2019,6
경상남도,하동군,201909,220,2019,9
경상남도,하동군,201912,221,2019,12
경상남도,하동군,202003,213,2020,3
경상남도,하동군,202006,203,2020,6
경상남도,하동군,202009,196,2020,9
경상남도,하동군,202012,190,2020,12
경상남도,하동군,202103,183,2021,3
경상남도,하동군,202106,184,2021,6
경상남도,하동군,202109,182,2021,9
경상남도,하동군,202112,186,2021,12
경상남도,하동군,202203,178,2022,3
경상남도,하동군,202206,185,2022,6
경상남도,하동군,202209,207,2022,9
경상남도,하동군,202212,250,2022,12
경상남도,하동군,202303,253,2023,3
경상남도,하동군,202306,255,2023,6
경상남도,하동군,202309,273,2023,9
경상남도,하동군,202312,261,2023,12
경상남도,하동군,202403,276,2024,3
경상남도,하동군,202406,274,2024,6
경상남도,하동군,202409,283,2024,9
경상남도,하동군,202412,292,2024,12
경상남도,하동군,202503,295,2025,3
경상남도,하동군,202506,281,2025,6
경상남도,함안군,200906,1480,2009,6
경상남도,함안군,200912,1560,2009,12
경상남도,함안군,201006,1646,2010,6
경상남도,함안군,201012,1856,2010,12
경상남도,함안군,201106,2127,2011,6
경상남도,함안군,201112,2329,2011,12
경상남도,함안군,201206,2504,2012,6
경상남도,함안군,201212,2266,2012,12
경상남도,함안군,201303,4428,2013,3
경상남도,함안군,201306,2246,2013,6
경상남도,함안군,201309,2317,2013,9
경상남도,함안군,201312,2369,2013,12
경상남도,함안군,201403,2391,2014,3
경상남도,함안군,201406,2491,2014,6
경상남도,함안군,201409,2627,2014,9
경상남도,함안군,201412,2661,2014,12
경상남도,함안군,201503,2698,2015,3
경상남도,함안군,201506,2653,2015,6
경상남도,함안군,201509,2729,2015,9
경상남도,함안군,201512,2778,2015,12
경상남도,함안군,201603,2687,2016,3
경상남도,함안군,201606,2714,2016,6
경상남도,함안군,201609,2724,2016,9
경상남도,함안군,201612,2728,2016,12
경상남도,함안군,201703,2583,2017,3
경상남도,함안군,201706,2612,2017,6
경상남도,함안군,201709,2623,2017,9
경상남도,함안군,201712,2640,2017,12
경상남도,함안군,201803,2607,2018,3
경상남도,함안군,201806,2568,2018,6
경상남도,함안군,201809,2578,2018,9
경상남도,함안군,201812,2603,2018,12
경상남도,함안군,201903,2534,2019,3
경상남도,함안군,201906,2510,2019,6
경상남도,함안군,201909,2503,2019,9
경상남도,함안군,201912,2474,2019,12
경상남도,함안군,202003,2355,2020,3
경상남도,함안군,202006,2229,2020,6
경상남도,함안군,202009,2104,2020,9
경상남도,함안군,202012,2021,2020,12
경상남도,함안군,202103,1901,2021,3
경상남도,함안군,202106,1847,2021,6
경상남도,함안군,202109,1834,2021,9
경상남도,함안군,202112,1769,2021,12
경상남도,함안군,202203,1770,2022,3
경상남도,함안군,202206,1764,2022,6
경상남도,함안군,202209,1871,2022,9
경상남도,함안군,202212,2060,2022,12
경상남도,함안군,202303,2231,2023,3
경상남도,함안군,202306,2389,2023,6
경상남도,함안군,202309,2551,2023,9
경상남도,함안군,202312,2642,2023,12
경상남도,함안군,202403,2837,2024,3
경상남도,함안군,202406,2864,2024,6
경상남도,함안군,202409,2891,2024,9
경상남도,함안군,202412,2912,2024,12
경상남도,함안군,202503,2978,2025,3
경상남도,함안군,202506,3079,2025,6
경상남도,함양군,200906,120,2009,6
경상남도,함양군,200912,138,2009,12
경상남도,함양군,201006,131,2010,6
경상남도,함양군,201012,134,2010,12
경상남도,함양군,201106,150,2011,6
경상남도,함양군,201112,135,2011,12
경상남도,함양군,201206,150,2012,6
경상남도,함양군,201212,136,2012,12
경상남도,함양군,201303,262,2013,3
경상남도,함양군,201306,158,2013,6
경상남도,함양군,201309,141,2013,9
경상남도,함양군,201312,139,2013,12
경상남도,함양군,201403,134,2014,3
경상남도,함양군,201406,146,2014,6
경상남도,함양군,201409,170,2014,9
경상남도,함양군,201412,159,2014,12
경상남도,함양군,201503,168,2015,3
경상남도,함양군,201506,190,2015,6
경상남도,함양군,201509,171,2015,9
경상남도,함양군,201512,136,2015,12
경상남도,함양군,201603,122,2016,3
경상남도,함양군,201606,114,2016,6
경상남도,함양군,201609,117,2016,9
경상남도,함양군,201612,121,2016,12
경상남도,함양군,201703,115,2017,3
경상남도,함양군,201706,130,2017,6
경상남도,함양군,201709,131,2017,9
경상남도,함양군,201712,138,2017,12
경상남도,함양군,201803,135,2018,3
경상남도,함양군,201806,136,2018,6
경상남도,함양군,201809,148,2018,9
경상남도,함양군,201812,152,2018,12
경상남도,함양군,201903,148,2019,3
경상남도,함양군,201906,154,2019,6
경상남도,함양군,201909,159,2019,9
경상남도,함양군,201912,164,2019,12
경상남도,함양군,202003,164,2020,3
경상남도,함양군,202006,166,2020,6
경상남도,함양군,202009,156,2020,9
경상남도,함양군,202012,143,2020,12
경상남도,함양군,202103,144,2021,3
경상남도,함양군,202106,135,2021,6
경상남도,함양군,202109,136,2021,9
경상남도,함양군,202112,124,2021,12
경상남도,함양군,202203,132,2022,3
경상남도,함양군,202206,143,2022,6
경상남도,함양군,202209,114,2022,9
경상남도,함양군,202212,134,2022,12
경상남도,함양군,202303,146,2023,3
경상남도,함양군,202306,172,2023,6
경상남도,함양군,202309,177,2023,9
경상남도,함양군,202312,192,2023,12
경상남도,함양군,202403,202,2024,3
경상남도,함양군,202406,205,2024,6
경상남도,함양군,202409,196,2024,9
경상남도,함양군,202412,186,2024,12
경상남도,함양군,202503,187,2025,3
경상남도,함양군,202506,192,2025,6
경상남도,합천군,200906,87,2009,6
경상남도,합천군,200912,97,2009,12
경상남도,합천군,201006,133,2010,6
경상남도,합천군,201012,127,2010,12
경상남도,합천군,201106,163,2011,6
경상남도,합천군,201112,186,2011,12
경상남도,합천군,201206,212,2012,6
경상남도,합천군,201212,152,2012,12
경상남도,합천군,201303,292,2013,3
경상남도,합천군,201306,155,2013,6
경상남도,합천군,201309,181,2013,9
경상남도,합천군,201312,195,2013,12
경상남도,합천군,201403,201,2014,3
경상남도,합천군,201406,222,2014,6
경상남도,합천군,201409,245,2014,9
경상남도,합천군,201412,239,2014,12
경상남도,합천군,201503,241,2015,3
경상남도,합천군,201506,225,2015,6
경상남도,합천군,201509,227,2015,9
경상남도,합천군,201512,197,2015,12
경상남도,합천군,201603,185,2016,3
경상남도,합천군,201606,191,2016,6
경상남도,합천군,201609,191,2016,9
경상남도,합천군,201612,210,2016,12
경상남도,합천군,201703,206,2017,3
경상남도,합천군,201706,229,2017,6
경상남도,합천군,201709,241,2017,9
경상남도,합천군,201712,252,2017,12
경상남도,합천군,201803,251,2018,3
경상남도,합천군,201806,249,2018,6
경상남도,합천군,201809,264,2018,9
경상남도,합천군,201812,278,2018,12
경상남도,합천군,201903,280,2019,3
경상남도,합천군,201906,279,2019,6
경상남도,합천군,201909,289,2019,9
경상남도,합천군,201912,306,2019,12
경상남도,합천군,202003,321,2020,3
경상남도,합천군,202006,331,2020,6
경상남도,합천군,202009,338,2020,9
경상남도,합천군,202012,316,2020,12
경상남도,합천군,202103,320,2021,3
경상남도,합천군,202106,323,2021,6
경상남도,합천군,202109,334,2021,9
경상남도,합천군,202112,322,2021,12
경상남도,합천군,202203,350,2022,3
경상남도,합천군,202206,367,2022,6
경상남도,합천군,202209,400,2022,9
경상남도,합천군,202212,431,2022,12
경상남도,합천군,202303,401,2023,3
경상남도,합천군,202306,449,2023,6
경상남도,합천군,202309,454,2023,9
경상남도,합천군,202312,461,2023,12
경상남도,합천군,202403,478,2024,3
경상남도,합천군,202406,449,2024,6
경상남도,합천군,202409,471,2024,9
경상남도,합천군,202412,455,2024,12
경상남도,합천군,202503,444,2025,3
경상남도,합천군,202506,468,2025,6
경상북도,경산시,200906,1193,2009,6
경상북도,경산시,200912,1279,2009,12
경상북도,경산시,201006,1637,2010,6
경상북도,경산시,201012,1800,2010,12
경상북도,경산시,201106,1943,2011,6
경상북도,경산시,201112,1972,2011,12
경상북도,경산시,201206,2091,2012,6
경상북도,경산시,201212,1996,2012,12
경상북도,경산시,201303,4090,2013,3
경상북도,경산시,201306,2110,2013,6
경상북도,경산시,201309,2233,2013,9
경상북도,경산시,201312,2338,2013,12
경상북도,경산시,201403,2418,2014,3
경상북도,경산시,201406,2519,2014,6
경상북도,경산시,201409,2541,2014,9
경상북도,경산시,201412,2519,2014,12
경상북도,경산시,201503,2537,2015,3
경상북도,경산시,201506,2535,2015,6
경상북도,경산시,201509,2538,2015,9
경상북도,경산시,201512,2522,2015,12
경상북도,경산시,201603,2428,2016,3
경상북도,경산시,201606,2427,2016,6
경상북도,경산시,201609,2518,2016,9
경상북도,경산시,201612,2417,2016,12
경상북도,경산시,201703,2262,2017,3
경상북도,경산시,201706,2291,2017,6
경상북도,경산시,201709,2301,2017,9
경상북도,경산시,201712,2301,2017,12
경상북도,경산시,201803,2272,2018,3
경상북도,경산시,201806,2163,2018,6
경상북도,경산시,201809,2216,2018,9
경상북도,경산시,201812,2228,2018,12
경상북도,경산시,201903,2149,2019,3
경상북도,경산시,201906,2133,2019,6
경상북도,경산시,201909,2134,2019,9
경상북도,경산시,201912,2138,2019,12
경상북도,경산시,202003,2053,2020,3
경상북도,경산시,202006,1939,2020,6
경상북도,경산시,202009,1818,2020,9
경상북도,경산시,202012,1742,2020,12
경상북도,경산시,202103,1641,2021,3
경상북도,경산시,202106,1605,2021,6
경상북도,경산시,202109,1579,2021,9
경상북도,경산시,202112,1540,2021,12
경상북도,경산시,202203,1549,2022,3
경상북도,경산시,202206,1581,2022,6
경상북도,경산시,202209,1690,2022,9
경상북도,경산시,202212,1814,2022,12
경상북도,경산시,202303,1909,2023,3
경상북도,경산시,202306,2024,2023,6
경상북도,경산시,202309,2117,2023,9
경상북도,경산시,202312,2166,2023,12
경상북도,경산시,202403,2212,2024,3
경상북도,경산시,202406,2238,2024,6
경상북도,경산시,202409,2246,2024,9
경상북도,경산시,202412,2318,2024,12
경상북도,경산시,202503,2299,2025,3
경상북도,경산시,202506,2371,2025,6
경상북도,경주시,200906,2146,2009,6
경상북도,경주시,200912,2153,2009,12
경상북도,경주시,201006,2387,2010,6
경상북도,경주시,201012,2544,2010,12
경상북도,경주시,201106,2778,2011,6
경상북도,경주시,201112,2998,2011,12
경상북도,경주시,201206,3055,2012,6
경상북도,경주시,201212,3072,2012,12
경상북도,경주시,201303,6056,2013,3
경상북도,경주시,201306,3062,2013,6
경상북도,경주시,201309,3082,2013,9
경상북도,경주시,201312,3070,2013,12
경상북도,경주시,201403,3077,2014,3
경상북도,경주시,201406,3194,2014,6
경상북도,경주시,201409,3342,2014,9
경상북도,경주시,201412,3469,2014,12
경상북도,경주시,201503,3508,2015,3
경상북도,경주시,201506,3452,2015,6
경상북도,경주시,201509,3399,2015,9
경상북도,경주시,201512,3401,2015,12
경상북도,경주시,201603,3185,2016,3
경상북도,경주시,201606,3134,2016,6
경상북도,경주시,201609,3132,2016,9
경상북도,경주시,201612,3149,2016,12
경상북도,경주시,201703,2914,2017,3
경상북도,경주시,201706,2893,2017,6
경상북도,경주시,201709,2893,2017,9
경상북도,경주시,201712,2848,2017,12
경상북도,경주시,201803,2794,2018,3
경상북도,경주시,201806,2697,2018,6
경상북도,경주시,201809,2758,2018,9
경상북도,경주시,201812,2803,2018,12
경상북도,경주시,201903,2727,2019,3
경상북도,경주시,201906,2781,2019,6
경상북도,경주시,201909,2802,2019,9
경상북도,경주시,201912,2818,2019,12
경상북도,경주시,202003,2661,2020,3
경상북도,경주시,202006,2521,2020,6
경상북도,경주시,202009,2428,2020,9
경상북도,경주시,202012,2311,2020,12
경상북도,경주시,202103,2203,2021,3
경상북도,경주시,202106,2146,2021,6
경상북도,경주시,202109,2131,2021,9
경상북도,경주시,202112,2110,2021,12
경상북도,경주시,202203,2077,2022,3
경상북도,경주시,202206,2099,2022,6
경상북도,경주시,202209,2217,2022,9
경상북도,경주시,202212,2492,2022,12
경상북도,경주시,202303,2645,2023,3
경상북도,경주시,202306,2863,2023,6
경상북도,경주시,202309,3033,2023,9
경상북도,경주시,202312,3186,2023,12
경상북도,경주시,202403,3432,2024,3
경상북도,경주시,202406,3522,2024,6
경상북도,경주시,202409,3641,2024,9
경상북도,경주시,202412,3823,2024,12
경상북도,경주시,202503,3891,2025,3
경상북도,경주시,202506,4091,2025,6
경상북도,고령군,200906,635,2009,6
경상북도,고령군,200912,701,2009,12
경상북도,고령군,201006,874,2010,6
경상북도,고령군,201012,903,2010,12
경상북도,고령군,201106,1063,2011,6
경상북도,고령군,201112,1099,2011,12
경상북도,고령군,201206,1211,2012,6
경상북도,고령군,201212,1118,2012,12
경상북도,고령군,201303,2216,2013,3
경상북도,고령군,201306,1170,2013,6
경상북도,고령군,201309,1196,2013,9
경상북도,고령군,201312,1232,2013,12
경상북도,고령군,201403,1287,2014,3
경상북도,고령군,201406,1356,2014,6
경상북도,고령군,201409,1415,2014,9
경상북도,고령군,201412,1399,2014,12
경상북도,고령군,201503,1396,2015,3
경상북도,고령군,201506,1373,2015,6
경상북도,고령군,201509,1388,2015,9
경상북도,고령군,201512,1398,2015,12
경상북도,고령군,201603,1375,2016,3
경상북도,고령군,201606,1384,2016,6
경상북도,고령군,201609,1413,2016,9
경상북도,고령군,201612,1419,2016,12
경상북도,고령군,201703,1352,2017,3
경상북도,고령군,201706,1366,2017,6
경상북도,고령군,201709,1399,2017,9
경상북도,고령군,201712,1412,2017,12
경상북도,고령군,201803,1383,2018,3
경상북도,고령군,201806,1380,2018,6
경상북도,고령군,201809,1377,2018,9
경상북도,고령군,201812,1355,2018,12
경상북도,고령군,201903,1392,2019,3
경상북도,고령군,201906,1384,2019,6
경상북도,고령군,201909,1340,2019,9
경상북도,고령군,201912,1359,2019,12
경상북도,고령군,202003,1304,2020,3
경상북도,고령군,202006,1245,2020,6
경상북도,고령군,202009,1168,2020,9
경상북도,고령군,202012,1116,2020,12
경상북도,고령군,202103,1056,2021,3
경상북도,고령군,202106,1034,2021,6
경상북도,고령군,202109,1017,2021,9
경상북도,고령군,202112,997,2021,12
경상북도,고령군,202203,1003,2022,3
경상북도,고령군,202206,1053,2022,6
경상북도,고령군,202209,1091,2022,9
경상북도,고령군,202212,1186,2022,12
경상북도,고령군,202303,1222,2023,3
경상북도,고령군,202306,1325,2023,6
경상북도,고령군,202309,1374,2023,9
경상북도,고령군,202312,1369,2023,12
경상북도,고령군,202403,1403,2024,3
경상북도,고령군,202406,1425,2024,6
경상북도,고령군,202409,1411,2024,9
경상북도,고령군,202412,1432,2024,12
경상북도,고령군,202503,1419,2025,3
경상북도,고령군,202506,1484,2025,6
경상북도,구미시,200906,1830,2009,6
경상북도,구미시,200912,1941,2009,12
경상북도,구미시,201006,2292,2010,6
경상북도,구미시,201012,2312,2010,12
경상북도,구미시,201106,2448,2011,6
경상북도,구미시,201112,2489,2011,12
경상북도,구미시,201206,2595,2012,6
경상북도,구미시,201212,2514,2012,12
경상북도,구미시,201303,5060,2013,3
경상북도,구미시,201306,2619,2013,6
경상북도,구미시,201309,2649,2013,9
경상북도,구미시,201312,2650,2013,12
경상북도,구미시,201403,2624,2014,3
경상북도,구미시,201406,2668,2014,6
경상북도,구미시,201409,2640,2014,9
경상북도,구미시,201412,2693,2014,12
경상북도,구미시,201503,2718,2015,3
경상북도,구미시,201506,2634,2015,6
경상북도,구미시,201509,2551,2015,9
경상북도,구미시,201512,2444,2015,12
경상북도,구미시,201603,2341,2016,3
경상북도,구미시,201606,2284,2016,6
경상북도,구미시,201609,2280,2016,9
경상북도,구미시,201612,2291,2016,12
경상북도,구미시,201703,2197,2017,3
경상북도,구미시,201706,2266,2017,6
경상북도,구미시,201709,2254,2017,9
경상북도,구미시,201712,2234,2017,12
경상북도,구미시,201803,2163,2018,3
경상북도,구미시,201806,2109,2018,6
경상북도,구미시,201809,2041,2018,9
경상북도,구미시,201812,2034,2018,12
경상북도,구미시,201903,1996,2019,3
경상북도,구미시,201906,1917,2019,6
경상북도,구미시,201909,1890,2019,9
경상북도,구미시,201912,1807,2019,12
경상북도,구미시,202003,1709,2020,3
경상북도,구미시,202006,1653,2020,6
경상북도,구미시,202009,1618,2020,9
경상북도,구미시,202012,1571,2020,12
경상북도,구미시,202103,1514,2021,3
경상북도,구미시,202106,1449,2021,6
경상북도,구미시,202109,1441,2021,9
경상북도,구미시,202112,1423,2021,12
경상북도,구미시,202203,1440,2022,3
경상북도,구미시,202206,1424,2022,6
경상북도,구미시,202209,1434,2022,9
경상북도,구미시,202212,1548,2022,12
경상북도,구미시,202303,1567,2023,3
경상북도,구미시,202306,1620,2023,6
경상북도,구미시,202309,1706,2023,9
경상북도,구미시,202312,1744,2023,12
경상북도,구미시,202403,1812,2024,3
경상북도,구미시,202406,1795,2024,6
경상북도,구미시,202409,1816,2024,9
경상북도,구미시,202412,1865,2024,12
경상북도,구미시,202503,1882,2025,3
경상북도,구미시,202506,1895,2025,6
경상북도,군위군,200906,230,2009,6
경상북도,군위군,200912,221,2009,12
경상북도,군위군,201006,215,2010,6
경상북도,군위군,201012,250,2010,12
경상북도,군위군,201106,276,2011,6
경상북도,군위군,201112,274,2011,12
경상북도,군위군,201206,295,2012,6
경상북도,군위군,201212,293,2012,12
경상북도,군위군,201303,620,2013,3
경상북도,군위군,201306,319,2013,6
경상북도,군위군,201309,346,2013,9
경상북도,군위군,201312,355,2013,12
경상북도,군위군,201403,358,2014,3
경상북도,군위군,201406,382,2014,6
경상북도,군위군,201409,411,2014,9
경상북도,군위군,201412,414,2014,12
경상북도,군위군,201503,420,2015,3
경상북도,군위군,201506,426,2015,6
경상북도,군위군,201509,427,2015,9
경상북도,군위군,201512,425,2015,12
경상북도,군위군,201603,407,2016,3
경상북도,군위군,201606,420,2016,6
경상북도,군위군,201609,444,2016,9
경상북도,군위군,201612,470,2016,12
경상북도,군위군,201703,455,2017,3
경상북도,군위군,201706,443,2017,6
경상북도,군위군,201709,429,2017,9
경상북도,군위군,201712,418,2017,12
경상북도,군위군,201803,417,2018,3
경상북도,군위군,201806,396,2018,6
경상북도,군위군,201809,407,2018,9
경상북도,군위군,201812,408,2018,12
경상북도,군위군,201903,379,2019,3
경상북도,군위군,201906,391,2019,6
경상북도,군위군,201909,390,2019,9
경상북도,군위군,201912,378,2019,12
경상북도,군위군,202003,365,2020,3
경상북도,군위군,202006,359,2020,6
경상북도,군위군,202009,353,2020,9
경상북도,군위군,202012,334,2020,12
경상북도,군위군,202103,317,2021,3
경상북도,군위군,202106,320,2021,6
경상북도,군위군,202109,307,2021,9
경상북도,군위군,202112,295,2021,12
경상북도,군위군,202203,296,2022,3
경상북도,군위군,202206,288,2022,6
경상북도,군위군,202209,285,2022,9
경상북도,군위군,202212,314,2022,12
경상북도,군위군,202303,303,2023,3
경상북도,군위군,202306,319,2023,6
경상북도,김천시,200906,493,2009,6
경상북도,김천시,200912,555,2009,12
경상북도,김천시,201006,606,2010,6
경상북도,김천시,201012,536,2010,12
경상북도,김천시,201106,595,2011,6
경상북도,김천시,201112,570,2011,12
경상북도,김천시,201206,528,2012,6
경상북도,김천시,201212,485,2012,12
경상북도,김천시,201303,958,2013,3
경상북도,김천시,201306,523,2013,6
경상북도,김천시,201309,561,2013,9
경상북도,김천시,201312,575,2013,12
경상북도,김천시,201403,562,2014,3
경상북도,김천시,201406,606,2014,6
경상북도,김천시,201409,638,2014,9
경상북도,김천시,201412,680,2014,12
경상북도,김천시,201503,703,2015,3
경상북도,김천시,201506,731,2015,6
경상북도,김천시,201509,761,2015,9
경상북도,김천시,201512,769,2015,12
경상북도,김천시,201603,766,2016,3
경상북도,김천시,201606,793,2016,6
경상북도,김천시,201609,805,2016,9
경상북도,김천시,201612,821,2016,12
경상북도,김천시,201703,777,2017,3
경상북도,김천시,201706,797,2017,6
경상북도,김천시,201709,830,2017,9
경상북도,김천시,201712,844,2017,12
경상북도,김천시,201803,852,2018,3
경상북도,김천시,201806,890,2018,6
경상북도,김천시,201809,934,2018,9
경상북도,김천시,201812,923,2018,12
경상북도,김천시,201903,887,2019,3
경상북도,김천시,201906,870,2019,6
경상북도,김천시,201909,872,2019,9
경상북도,김천시,201912,876,2019,12
경상북도,김천시,202003,861,2020,3
경상북도,김천시,202006,855,2020,6
경상북도,김천시,202009,821,2020,9
경상북도,김천시,202012,798,2020,12
경상북도,김천시,202103,756,2021,3
경상북도,김천시,202106,747,2021,6
경상북도,김천시,202109,748,2021,9
경상북도,김천시,202112,748,2021,12
경상북도,김천시,202203,756,2022,3
경상북도,김천시,202206,763,2022,6
경상북도,김천시,202209,809,2022,9
경상북도,김천시,202212,975,2022,12
경상북도,김천시,202303,1011,2023,3
경상북도,김천시,202306,1147,2023,6
경상북도,김천시,202309,1171,2023,9
경상북도,김천시,202312,1231,2023,12
경상북도,김천시,202403,1268,2024,3
경상북도,김천시,202406,1286,2024,6
경상북도,김천시,202409,1328,2024,9
경상북도,김천시,202412,1368,2024,12
경상북도,김천시,202503,1400,2025,3
경상북도,김천시,202506,1465,2025,6
경상북도,문경시,200906,84,2009,6
경상북도,문경시,200912,88,2009,12
경상북도,문경시,201006,104,2010,6
경상북도,문경시,201012,119,2010,12
경상북도,문경시,201106,139,2011,6
경상북도,문경시,201112,150,2011,12
경상북도,문경시,201206,154,2012,6
경상북도,문경시,201212,145,2012,12
경상북도,문경시,201303,250,2013,3
경상북도,문경시,201306,124,2013,6
경상북도,문경시,201309,120,2013,9
경상북도,문경시,201312,126,2013,12
경상북도,문경시,201403,123,2014,3
경상북도,문경시,201406,137,2014,6
경상북도,문경시,201409,143,2014,9
경상북도,문경시,201412,152,2014,12
경상북도,문경시,201503,148,2015,3
경상북도,문경시,201506,143,2015,6
경상북도,문경시,201509,163,2015,9
경상북도,문경시,201512,165,2015,12
경상북도,문경시,201603,160,2016,3
경상북도,문경시,201606,181,2016,6
경상북도,문경시,201609,198,2016,9
경상북도,문경시,201612,193,2016,12
경상북도,문경시,201703,174,2017,3
경상북도,문경시,201706,176,2017,6
경상북도,문경시,201709,191,2017,9
경상북도,문경시,201712,187,2017,12
경상북도,문경시,201803,185,2018,3
경상북도,문경시,201806,185,2018,6
경상북도,문경시,201809,205,2018,9
경상북도,문경시,201812,218,2018,12
경상북도,문경시,201903,212,2019,3
경상북도,문경시,201906,201,2019,6
경상북도,문경시,201909,206,2019,9
경상북도,문경시,201912,197,2019,12
경상북도,문경시,202003,193,2020,3
경상북도,문경시,202006,174,2020,6
경상북도,문경시,202009,165,2020,9
경상북도,문경시,202012,173,2020,12
경상북도,문경시,202103,166,2021,3
경상북도,문경시,202106,159,2021,6
경상북도,문경시,202109,163,2021,9
경상북도,문경시,202112,168,2021,12
경상북도,문경시,202203,171,2022,3
경상북도,문경시,202206,171,2022,6
경상북도,문경시,202209,176,2022,9
경상북도,문경시,202212,209,2022,12
경상북도,문경시,202303,232,2023,3
경상북도,문경시,202306,279,2023,6
경상북도,문경시,202309,283,2023,9
경상북도,문경시,202312,312,2023,12
경상북도,문경시,202403,327,2024,3
경상북도,문경시,202406,316,2024,6
경상북도,문경시,202409,326,2024,9
경상북도,문경시,202412,340,2024,12
경상북도,문경시,202503,333,2025,3
경상북도,문경시,202506,349,2025,6
경상북도,봉화군,200906,45,2009,6
경상북도,봉화군,200912,41,2009,12
경상북도,봉화군,201006,55,2010,6
경상북도,봉화군,201012,50,2010,12
경상북도,봉화군,201106,53,2011,6
경상북도,봉화군,201112,48,2011,12
경상북도,봉화군,201206,57,2012,6
경상북도,봉화군,201212,49,2012,12
경상북도,봉화군,201303,98,2013,3
경상북도,봉화군,201306,49,2013,6
경상북도,봉화군,201309,54,2013,9
경상북도,봉화군,201312,49,2013,12
경상북도,봉화군,201403,51,2014,3
경상북도,봉화군,201406,56,2014,6
경상북도,봉화군,201409,58,2014,9
경상북도,봉화군,201412,60,2014,12
경상북도,봉화군,201503,57,2015,3
경상북도,봉화군,201506,53,2015,6
경상북도,봉화군,201509,50,2015,9
경상북도,봉화군,201512,49,2015,12
경상북도,봉화군,201603,53,2016,3
경상북도,봉화군,201606,57,2016,6
경상북도,봉화군,201609,57,2016,9
경상북도,봉화군,201612,57,2016,12
경상북도,봉화군,201703,66,2017,3
경상북도,봉화군,201706,77,2017,6
경상북도,봉화군,201709,65,2017,9
경상북도,봉화군,201712,80,2017,12
경상북도,봉화군,201803,79,2018,3
경상북도,봉화군,201806,81,2018,6
경상북도,봉화군,201809,76,2018,9
경상북도,봉화군,201812,81,2018,12
경상북도,봉화군,201903,78,2019,3
경상북도,봉화군,201906,70,2019,6
경상북도,봉화군,201909,77,2019,9
경상북도,봉화군,201912,77,2019,12
경상북도,봉화군,202003,79,2020,3
경상북도,봉화군,202006,80,2020,6
경상북도,봉화군,202009,73,2020,9
경상북도,봉화군,202012,73,2020,12
경상북도,봉화군,202103,69,2021,3
경상북도,봉화군,202106,77,2021,6
경상북도,봉화군,202109,82,2021,9
경상북도,봉화군,202112,88,2021,12
경상북도,봉화군,202203,83,2022,3
경상북도,봉화군,202206,87,2022,6
경상북도,봉화군,202209,90,2022,9
경상북도,봉화군,202212,108,2022,12
경상북도,봉화군,202303,103,2023,3
경상북도,봉화군,202306,114,2023,6
경상북도,봉화군,202309,125,2023,9
경상북도,봉화군,202312,130,2023,12
경상북도,봉화군,202403,134,2024,3
경상북도,봉화군,202406,138,2024,6
경상북도,봉화군,202409,138,2024,9
경상북도,봉화군,202412,143,2024,12
경상북도,봉화군,202503,155,2025,3
경상북도,봉화군,202506,156,2025,6
경상북도,상주시,200906,160,2009,6
경상북도,상주시,200912,157,2009,12
경상북도,상주시,201006,200,2010,6
경상북도,상주시,201012,191,2010,12
경상북도,상주시,201106,178,2011,6
경상북도,상주시,201112,161,2011,12
경상북도,상주시,201206,198,2012,6
경상북도,상주시,201212,160,2012,12
경상북도,상주시,201303,352,2013,3
경상북도,상주시,201306,185,2013,6
경상북도,상주시,201309,169,2013,9
경상북도,상주시,201312,175,2013,12
경상북도,상주시,201403,189,2014,3
경상북도,상주시,201406,194,2014,6
경상북도,상주시,201409,209,2014,9
경상북도,상주시,201412,232,2014,12
경상북도,상주시,201503,232,2015,3
경상북도,상주시,201506,240,2015,6
경상북도,상주시,201509,229,2015,9
경상북도,상주시,201512,225,2015,12
경상북도,상주시,201603,224,2016,3
경상북도,상주시,201606,248,2016,6
경상북도,상주시,201609,263,2016,9
경상북도,상주시,201612,235,2016,12
경상북도,상주시,201703,220,2017,3
