time,region,export_cnt,export_val,import_cnt,import_val,trade_balance,year,month,file_year
2022-08-01,울산광역시 동구,704,446260,6794,121700,324560,2022,8,2022
2022-08-01,서울특별시 중랑구,1325,7651,19317,31827,-24176,2022,8,2022
2022-08-01,세종특별자치시,2744,131107,22771,122449,8658,2022,8,2022
2022-08-01,서울특별시 중구,20049,531541,55770,1963952,-1432411,2022,8,2022
2022-08-01,서울특별시 종로구,7725,635401,33341,3779541,-3144141,2022,8,2022
2022-08-01,서울특별시 은평구,9916,2205,26902,12756,-10551,2022,8,2022
2022-08-01,울산광역시 남구,8349,2531707,18630,467291,2064415,2022,8,2022
2022-08-01,인천광역시 계양구,2170,58455,14143,262312,-203856,2022,8,2022
2022-08-01,전라남도 구례군,6,38,546,362,-325,2022,8,2022
2022-08-01,인천광역시 동구,3378,563205,4955,733625,-170420,2022,8,2022
2022-08-01,인천광역시 미추홀구,1284,22727,20364,37295,-14568,2022,8,2022
2022-08-01,인천광역시 부평구,3340,384090,32272,306822,77268,2022,8,2022
2022-08-01,인천광역시 서구,26613,607392,39053,1211068,-603676,2022,8,2022
2022-08-01,인천광역시 연수구,15709,1181316,33372,2028479,-847163,2022,8,2022
2022-08-01,인천광역시 옹진군,1,8,713,175003,-174994,2022,8,2022
2022-08-01,인천광역시 중구,94833,1772637,22078,1215368,557269,2022,8,2022
2022-08-01,전라남도 강진군,30,985,722,5981,-4996,2022,8,2022
2022-08-01,전라남도 고흥군,182,6880,1288,1493,5387,2022,8,2022
2022-08-01,전라남도 곡성군,51,841,482,236,605,2022,8,2022
2022-08-01,전라남도 광양시,2686,830878,6066,1156009,-325132,2022,8,2022
2022-08-01,인천광역시 남동구,7911,207985,28358,164016,43969,2022,8,2022
2022-08-01,서울특별시 용산구,37604,94520,33782,616557,-522037,2022,8,2022
2022-08-01,부산광역시 사상구,5583,82141,11619,125562,-43422,2022,8,2022
2022-08-01,서울특별시 양천구,859,11472,26804,46371,-34900,2022,8,2022
2022-08-01,전라남도 나주시,548,21958,5339,52269,-30311,2022,8,2022
2022-08-01,부산광역시 사하구,4254,120005,15416,129306,-9301,2022,8,2022
2022-08-01,부산광역시 서구,1074,59127,6996,141012,-81885,2022,8,2022
2022-08-01,부산광역시 수영구,1112,46281,11266,24452,21829,2022,8,2022
2022-08-01,부산광역시 연제구,2473,11362,11004,24415,-13054,2022,8,2022
2022-08-01,부산광역시 영도구,1935,14589,4955,36314,-21725,2022,8,2022
2022-08-01,부산광역시 중구,2021,77262,4426,65533,11729,2022,8,2022
2022-08-01,부산광역시 해운대구,7577,79374,28873,84633,-5259,2022,8,2022
2022-08-01,서울특별시 강남구,116845,846916,154840,4671222,-3824306,2022,8,2022
2022-08-01,서울특별시 강동구,5157,24877,31666,236047,-211170,2022,8,2022
2022-08-01,서울특별시 강북구,14593,136671,14261,36354,100318,2022,8,2022
2022-08-01,서울특별시 강서구,27718,120084,51499,1179346,-1059262,2022,8,2022
2022-08-01,서울특별시 영등포구,24432,877656,64238,2579544,-1701888,2022,8,2022
2022-08-01,서울특별시 관악구,791,5152,33788,27866,-22713,2022,8,2022
2022-08-01,서울특별시 구로구,23581,96580,41959,319299,-222719,2022,8,2022
2022-08-01,서울특별시 금천구,22095,236518,31654,465526,-229007,2022,8,2022
2022-08-01,서울특별시 노원구,1039,13909,25771,24482,-10574,2022,8,2022
2022-08-01,서울특별시 도봉구,184,2355,14793,10714,-8359,2022,8,2022
2022-08-01,서울특별시 동대문구,3060,51686,27437,91013,-39327,2022,8,2022
2022-08-01,서울특별시 동작구,7365,12933,28174,107173,-94240,2022,8,2022
2022-08-01,서울특별시 마포구,44116,204179,45063,338980,-134801,2022,8,2022
2022-08-01,서울특별시 서대문구,1239,7806,24797,124965,-117159,2022,8,2022
2022-08-01,서울특별시 서초구,11610,237143,67011,1078621,-841479,2022,8,2022
2022-08-01,서울특별시 성동구,23032,507845,35414,391359,116486,2022,8,2022
2022-08-01,서울특별시 성북구,1918,15387,28530,47500,-32113,2022,8,2022
2022-08-01,서울특별시 송파구,28459,243436,67611,900673,-657237,2022,8,2022
2022-08-01,서울특별시 광진구,1289,23757,27356,86877,-63120,2022,8,2022
2022-08-01,전라남도 담양군,125,4301,1567,5051,-750,2022,8,2022
2022-08-01,전북특별자치도 정읍시,520,68086,3206,45359,22727,2022,8,2022
2022-08-01,전라남도 무안군,19,305,3556,2337,-2032,2022,8,2022
2022-08-01,충청남도 공주시,689,63364,3654,23294,40070,2022,8,2022
2022-08-01,충청남도 금산군,258,6515,1611,8880,-2365,2022,8,2022
2022-08-01,충청남도 논산시,526,25488,3932,16991,8497,2022,8,2022
2022-08-01,충청남도 당진시,981,134594,7745,557522,-422929,2022,8,2022
2022-08-01,충청남도 보령시,305,13225,3131,323698,-310473,2022,8,2022
2022-08-01,충청남도 부여군,86,10766,1608,2559,8207,2022,8,2022
2022-08-01,충청남도 서산시,3008,2028955,8096,2913197,-884242,2022,8,2022
2022-08-01,충청남도 서천군,822,53867,1321,47380,6487,2022,8,2022
2022-08-01,충청남도 아산시,18793,5840347,20036,280376,5559971,2022,8,2022
2022-08-01,충청남도 예산군,919,56460,2649,26756,29703,2022,8,2022
2022-08-01,충청남도 천안시,10122,872148,41146,487261,384887,2022,8,2022
2022-08-01,충청남도 청양군,239,11430,728,4959,6471,2022,8,2022
2022-08-01,충청남도 태안군,78,3221,1920,242756,-239535,2022,8,2022
2022-08-01,충청남도 홍성군,624,28523,3400,6631,21892,2022,8,2022
2022-08-01,충청북도 괴산군,200,7102,1106,8381,-1278,2022,8,2022
2022-08-01,충청북도 단양군,34,785,728,12595,-11809,2022,8,2022
2022-08-01,충청북도 보은군,389,29019,927,23746,5273,2022,8,2022
2022-08-01,충청북도 영동군,78,1502,1236,4257,-2754,2022,8,2022
2022-08-01,충청북도 옥천군,196,14537,1408,8933,5605,2022,8,2022
2022-08-01,충청북도 음성군,2612,283372,6635,166908,116465,2022,8,2022
2022-08-01,충청북도 제천시,138,6668,4189,17531,-10864,2022,8,2022
2022-08-01,충청북도 증평군,500,35639,1503,14650,20989,2022,8,2022
2022-08-01,충청북도 진천군,2788,181231,5455,154426,26804,2022,8,2022
2022-08-01,충청북도 청주시,14678,2234804,44578,384020,1850784,2022,8,2022
2022-08-01,부산광역시 북구,441,2601,11423,17309,-14708,2022,8,2022
2022-08-01,충청남도 계룡시,22,410,1811,1396,-986,2022,8,2022
2022-08-01,전라남도 목포시,100,5489,7773,7429,-1940,2022,8,2022
2022-08-01,제주특별자치도 제주시,398,12243,24341,43281,-31038,2022,8,2022
2022-08-01,전북특별자치도 진안군,64,324,404,181,143,2022,8,2022
2022-08-01,전라남도 보성군,36,592,829,4883,-4292,2022,8,2022
2022-08-01,전라남도 순천시,509,21360,10320,14084,7276,2022,8,2022
2022-08-01,전라남도 신안군,128,5786,433,186,5601,2022,8,2022
2022-08-01,전라남도 여수시,10910,3428836,10762,3315165,113672,2022,8,2022
2022-08-01,전라남도 영광군,44,10438,1403,5305,5133,2022,8,2022
2022-08-01,전라남도 영암군,130,187146,2193,37494,149652,2022,8,2022
2022-08-01,전라남도 완도군,222,6340,1064,1019,5321,2022,8,2022
2022-08-01,전라남도 장성군,167,4589,1001,4434,154,2022,8,2022
2022-08-01,전라남도 장흥군,29,1419,792,692,728,2022,8,2022
2022-08-01,전라남도 진도군,2,5,679,703,-698,2022,8,2022
2022-08-01,전라남도 함평군,46,1622,685,10426,-8804,2022,8,2022
2022-08-01,전라남도 해남군,133,112660,1687,12183,100477,2022,8,2022
2022-08-01,전라남도 화순군,69,2765,1751,5896,-3131,2022,8,2022
2022-08-01,전북특별자치도 고창군,25,259,1445,2989,-2730,2022,8,2022
2022-08-01,전북특별자치도 군산시,1598,207834,11047,187114,20720,2022,8,2022
2022-08-01,전북특별자치도 김제시,328,28063,2445,65373,-37311,2022,8,2022
2022-08-01,전북특별자치도 남원시,240,4657,2091,3128,1529,2022,8,2022
2022-08-01,전북특별자치도 무주군,26,384,541,1509,-1126,2022,8,2022
2022-08-01,전북특별자치도 부안군,29,2545,1200,1166,1379,2022,8,2022
2022-08-01,전북특별자치도 순창군,14,216,480,5686,-5469,2022,8,2022
2022-08-01,전북특별자치도 완주군,1380,121488,3864,60844,60644,2022,8,2022
2022-08-01,전북특별자치도 익산시,1694,154625,9545,125939,28686,2022,8,2022
2022-08-01,전북특별자치도 임실군,46,16606,576,2431,14175,2022,8,2022
2022-08-01,전북특별자치도 장수군,45,840,399,299,541,2022,8,2022
2022-08-01,전북특별자치도 전주시,832,57994,28996,48160,9834,2022,8,2022
2022-08-01,제주특별자치도 서귀포시,223,1398,9523,4215,-2818,2022,8,2022
2022-08-01,충청북도 충주시,1696,135595,9038,73841,61754,2022,8,2022
2022-08-01,부산광역시 부산진구,1488,8694,19833,21824,-13131,2022,8,2022
2022-08-01,부산광역시 동구,3893,20146,5724,49198,-29052,2022,8,2022
2022-08-01,경기도 성남시,46653,684664,96363,1544444,-859780,2022,8,2022
2022-08-01,경기도 수원시,20667,944555,93802,4381123,-3436568,2022,8,2022
2022-08-01,경기도 시흥시,8224,271012,36386,334250,-63238,2022,8,2022
2022-08-01,경기도 안산시,14021,628588,44771,533131,95457,2022,8,2022
2022-08-01,경기도 안성시,2853,157265,11432,175527,-18262,2022,8,2022
2022-08-01,경기도 안양시,7011,316428,42738,655813,-339385,2022,8,2022
2022-08-01,경기도 양주시,1954,80081,11932,64473,15608,2022,8,2022
2022-08-01,경기도 양평군,83,663,5421,4602,-3939,2022,8,2022
2022-08-01,경기도 여주군,287,7362,4664,15780,-8418,2022,8,2022
2022-08-01,경기도 연천군,93,6219,1803,4394,1825,2022,8,2022
2022-08-01,경기도 오산시,2259,117577,15658,90706,26871,2022,8,2022
2022-08-01,경기도 용인시,17736,1281404,85621,847178,434226,2022,8,2022
2022-08-01,경기도 의왕시,824,24517,10778,48278,-23761,2022,8,2022
2022-08-01,경기도 의정부시,1233,27205,22140,23035,4170,2022,8,2022
2022-08-01,경기도 이천시,4672,1276344,17102,1312934,-36591,2022,8,2022
2022-08-01,경기도 파주시,11742,643494,32565,499024,144469,2022,8,2022
2022-08-01,경기도 평택시,9485,1523867,40133,1426228,97639,2022,8,2022
2022-08-01,경기도 포천군,1432,48185,7728,50288,-2103,2022,8,2022
2022-08-01,경기도 하남시,4880,27741,25634,179500,-151759,2022,8,2022
2022-08-01,경기도 화성시,16600,1619601,75485,1430495,189105,2022,8,2022
2022-08-01,경상남도 거제시,303,516012,9405,151562,364450,2022,8,2022
2022-08-01,경상남도 거창군,40,2548,1802,9192,-6644,2022,8,2022
2022-08-01,경상남도 고성군,86,30912,1306,118544,-87631,2022,8,2022
2022-08-01,경상남도 김해시,6605,240766,28583,184525,56240,2022,8,2022
2022-08-01,경상남도 남해군,3,37,1021,385,-348,2022,8,2022
2022-08-01,경기도 동두천시,489,20125,3971,22808,-2683,2022,8,2022
2022-08-01,경상남도 밀양시,542,28471,3561,38746,-10274,2022,8,2022
2022-08-01,경기도 남양주시,7499,41131,40690,144375,-103244,2022,8,2022
2022-08-01,경기도 군포시,2970,105424,18490,164788,-59364,2022,8,2022
2022-08-01,부산광역시 동래구,135,2834,14015,10773,-7939,2022,8,2022
2022-08-01,강원특별자치도 강릉시,329,12160,7995,19343,-7182,2022,8,2022
2022-08-01,강원특별자치도 고성군,11,263,1108,1096,-833,2022,8,2022
2022-08-01,강원특별자치도 동해시,64,27838,3135,87610,-59772,2022,8,2022
2022-08-01,강원특별자치도 삼척시,10,369,1795,530840,-530472,2022,8,2022
2022-08-01,강원특별자치도 속초시,23,731,3488,3559,-2829,2022,8,2022
2022-08-01,강원특별자치도 양구군,2,26,939,76,-50,2022,8,2022
2022-08-01,강원특별자치도 양양군,16,193,1221,1302,-1110,2022,8,2022
2022-08-01,강원특별자치도 영월군,54,636,1073,4449,-3814,2022,8,2022
2022-08-01,강원특별자치도 원주시,1925,76721,15885,38959,37762,2022,8,2022
2022-08-01,강원특별자치도 인제군,26,390,1346,106,284,2022,8,2022
2022-08-01,강원특별자치도 정선군,22,1287,1022,1849,-561,2022,8,2022
2022-08-01,강원특별자치도 철원군,158,2683,2146,603,2080,2022,8,2022
2022-08-01,강원특별자치도 춘천시,699,26103,12186,10359,15744,2022,8,2022
2022-08-01,강원특별자치도 태백시,16,686,1297,854,-168,2022,8,2022
2022-08-01,강원특별자치도 평창군,174,3428,1730,2310,1118,2022,8,2022
2022-08-01,강원특별자치도 홍천군,717,27660,2475,7979,19681,2022,8,2022
2022-08-01,강원특별자치도 화천군,24,751,1233,177,574,2022,8,2022
2022-08-01,강원특별자치도 횡성군,261,5597,1524,13338,-7741,2022,8,2022
2022-08-01,경기도 가평군,61,1408,2648,2507,-1099,2022,8,2022
2022-08-01,경기도 고양시,15615,85012,73998,210696,-125684,2022,8,2022
2022-08-01,경기도 과천시,79,3995,6895,125345,-121350,2022,8,2022
2022-08-01,경기도 광명시,9486,244916,18643,149771,95145,2022,8,2022
2022-08-01,경기도 광주시,3807,59755,24194,263254,-203498,2022,8,2022
2022-08-01,경기도 구리시,309,4538,10518,25285,-20747,2022,8,2022
2022-08-01,경기도 김포시,20102,346846,36187,231749,115097,2022,8,2022
2022-08-01,경상남도 사천시,2130,140581,6402,172425,-31843,2022,8,2022
2022-08-01,경기도 부천시,11233,255190,50114,252152,3038,2022,8,2022
2022-08-01,경상남도 양산시,6401,273635,18900,236250,37385,2022,8,2022
2022-08-01,경상북도 청송군,6,34,587,46,-12,2022,8,2022
2022-08-01,경상북도 칠곡군,1496,56747,5745,42320,14427,2022,8,2022
2022-08-01,경상북도 포항시,3762,1013119,19999,1195565,-182446,2022,8,2022
2022-08-01,광주광역시 광산구,5146,312631,20624,191191,121441,2022,8,2022
2022-08-01,광주광역시 남구,95,964,8663,4646,-3683,2022,8,2022
2022-08-01,광주광역시 동구,48,110,6213,5453,-5342,2022,8,2022
2022-08-01,광주광역시 북구,4714,732873,20819,758177,-25304,2022,8,2022
2022-08-01,광주광역시 서구,345,507492,13866,23621,483871,2022,8,2022
2022-08-01,대구광역시 남구,184,3774,7110,16854,-13080,2022,8,2022
2022-08-01,대구광역시 달서구,7809,538739,26466,475981,62758,2022,8,2022
2022-08-01,대구광역시 달성군,6156,301198,13968,123748,177450,2022,8,2022
2022-08-01,대구광역시 동구,6906,22743,15724,39161,-16418,2022,8,2022
2022-08-01,대구광역시 북구,2587,36646,20310,43676,-7029,2022,8,2022
2022-08-01,대구광역시 서구,1584,37026,5548,19953,17073,2022,8,2022
2022-08-01,대구광역시 수성구,350,4999,23697,20553,-15554,2022,8,2022
2022-08-01,대구광역시 중구,174,1684,7032,19196,-17513,2022,8,2022
2022-08-01,대전광역시 대덕구,2633,146985,9130,192653,-45668,2022,8,2022
2022-08-01,대전광역시 동구,467,3754,8522,9464,-5710,2022,8,2022
2022-08-01,대전광역시 서구,200,1613,23274,17051,-15438,2022,8,2022
2022-08-01,대전광역시 유성구,3592,188816,28714,146490,42325,2022,8,2022
2022-08-01,대전광역시 중구,146,1464,8977,6541,-5077,2022,8,2022
2022-08-01,부산광역시 강서구,10253,478936,17456,466982,11953,2022,8,2022
2022-08-01,부산광역시 금정구,595,17336,12635,31338,-14002,2022,8,2022
2022-08-01,부산광역시 기장군,5084,114886,10860,98408,16477,2022,8,2022
2022-08-01,경상남도 산청군,49,1195,849,1648,-452,2022,8,2022
2022-08-01,경상북도 청도군,205,9971,1009,4562,5409,2022,8,2022
2022-08-01,경상북도 의성군,82,1217,922,900,317,2022,8,2022
2022-08-01,부산광역시 남구,3956,147949,15240,87066,60884,2022,8,2022
2022-08-01,경상북도 울릉군,3,17,284,804,-787,2022,8,2022
2022-08-01,경상북도 울진군,7,162,1680,256,-94,2022,8,2022
2022-08-01,경상남도 진주시,1153,50796,14787,144666,-93870,2022,8,2022
2022-08-01,경상남도 창녕군,457,22044,1780,31536,-9492,2022,8,2022
2022-08-01,경상남도 창원시,23124,1245376,52705,488121,757255,2022,8,2022
2022-08-01,경상남도 통영시,111,5214,4183,1413458,-1408244,2022,8,2022
2022-08-01,경상남도 하동군,47,777,1106,269090,-268313,2022,8,2022
2022-08-01,경상남도 함안군,982,80906,2664,61542,19363,2022,8,2022
2022-08-01,경상남도 함양군,193,4931,971,1813,3118,2022,8,2022
2022-08-01,경상남도 합천군,18,358,910,1961,-1603,2022,8,2022
2022-08-01,경상북도 경산시,3213,127056,15131,66439,60616,2022,8,2022
2022-08-01,경상북도 경주시,1761,165172,11043,56083,109089,2022,8,2022
2022-08-01,경상북도 고령군,376,16811,1087,12681,4131,2022,8,2022
2022-08-01,경상북도 구미시,14842,1952968,22241,315955,1637013,2022,8,2022
2022-08-01,경상남도 의령군,94,4770,576,1788,2981,2022,8,2022
2022-08-01,경상북도 김천시,1989,107474,5798,59808,47666,2022,8,2022
2022-08-01,경상북도 문경시,106,3733,2065,4652,-919,2022,8,2022
2022-08-01,경상북도 봉화군,99,42342,583,41181,1161,2022,8,2022
2022-08-01,경상북도 상주시,319,14796,3154,9600,5196,2022,8,2022
2022-08-01,경상북도 성주군,2741,70888,1470,11473,59415,2022,8,2022
2022-08-01,경상북도 안동시,279,5735,4983,15364,-9629,2022,8,2022
2022-08-01,경상북도 영덕군,16,591,741,53,537,2022,8,2022
2022-08-01,경상북도 영양군,3,93,390,70,22,2022,8,2022
2022-08-01,경상북도 영주시,1067,188349,3600,101490,86859,2022,8,2022
2022-08-01,경상북도 영천시,1383,62204,3141,31493,30710,2022,8,2022
2022-08-01,경상북도 예천군,58,1071,1686,256,816,2022,8,2022
2022-08-01,경상북도 군위군,64,2660,478,4014,-1354,2022,8,2022
2022-09-01,울산광역시 중구,500,1377,8469,459230,-457852,2022,9,2022
2022-09-01,울산광역시 울주군,4464,2260322,11466,3384386,-1124064,2022,9,2022
2022-09-01,울산광역시 북구,10492,2327861,11970,227606,2100255,2022,9,2022
2022-09-01,울산광역시 동구,808,406691,6798,109000,297690,2022,9,2022
2022-09-01,서울특별시 은평구,6748,2700,25681,13847,-11147,2022,9,2022
2022-09-01,세종특별자치시,2824,147563,22684,148930,-1367,2022,9,2022
2022-09-01,서울특별시 중랑구,1768,10872,18854,30521,-19649,2022,9,2022
2022-09-01,서울특별시 중구,14175,616719,55381,1840600,-1223881,2022,9,2022
2022-09-01,서울특별시 종로구,7568,759922,34690,3799623,-3039701,2022,9,2022
2022-09-01,전라남도 구례군,7,94,521,86,9,2022,9,2022
2022-09-01,울산광역시 남구,8152,2221850,17381,325996,1895854,2022,9,2022
2022-09-01,인천광역시 강화군,221,8232,1994,16513,-8281,2022,9,2022
2022-09-01,인천광역시 서구,32215,460717,36854,674303,-213586,2022,9,2022
2022-09-01,인천광역시 남동구,9110,216093,27593,166694,49398,2022,9,2022
2022-09-01,인천광역시 동구,3653,557034,4752,559744,-2710,2022,9,2022
2022-09-01,인천광역시 미추홀구,1332,23418,19770,38985,-15567,2022,9,2022
2022-09-01,인천광역시 부평구,4156,525751,30514,281813,243938,2022,9,2022
2022-09-01,인천광역시 연수구,16408,1156652,32434,2274648,-1117997,2022,9,2022
2022-09-01,인천광역시 옹진군,2,17,615,223413,-223396,2022,9,2022
2022-09-01,인천광역시 중구,102795,1837776,19457,1192538,645238,2022,9,2022
2022-09-01,전라남도 강진군,35,797,753,6838,-6040,2022,9,2022
2022-09-01,전라남도 고흥군,144,6141,1193,240,5902,2022,9,2022
2022-09-01,전라남도 곡성군,41,650,491,163,486,2022,9,2022
2022-09-01,전라남도 광양시,2810,817936,6096,1050804,-232868,2022,9,2022
2022-09-01,서울특별시 용산구,37676,110825,32315,613716,-502891,2022,9,2022
2022-09-01,인천광역시 계양구,2005,75144,13366,274773,-199630,2022,9,2022
2022-09-01,서울특별시 영등포구,26582,936010,60687,1969784,-1033774,2022,9,2022
2022-09-01,서울특별시 구로구,23164,97373,40031,291541,-194168,2022,9,2022
2022-09-01,서울특별시 송파구,26672,278460,65847,750511,-472050,2022,9,2022
2022-09-01,전라남도 나주시,528,21016,5358,53870,-32854,2022,9,2022
2022-09-01,부산광역시 사상구,5810,84355,11293,106722,-22367,2022,9,2022
2022-09-01,부산광역시 사하구,4673,99578,14701,113241,-13663,2022,9,2022
2022-09-01,부산광역시 서구,1070,60406,6530,102731,-42326,2022,9,2022
2022-09-01,부산광역시 수영구,1012,41527,10903,26990,14538,2022,9,2022
2022-09-01,부산광역시 연제구,2808,10776,11027,21816,-11040,2022,9,2022
2022-09-01,부산광역시 영도구,2149,40607,4956,31014,9593,2022,9,2022
2022-09-01,부산광역시 중구,2201,80318,4313,44784,35534,2022,9,2022
2022-09-01,부산광역시 해운대구,8079,70372,28112,117010,-46638,2022,9,2022
2022-09-01,서울특별시 강남구,86904,958828,145994,3968408,-3009580,2022,9,2022
2022-09-01,서울특별시 강동구,8805,24478,31298,227050,-202572,2022,9,2022
2022-09-01,서울특별시 강북구,22947,134268,13910,17961,116308,2022,9,2022
2022-09-01,서울특별시 강서구,28321,135701,49769,1298057,-1162356,2022,9,2022
2022-09-01,서울특별시 관악구,670,5148,33116,24648,-19499,2022,9,2022
2022-09-01,서울특별시 광진구,1578,29678,26462,78498,-48820,2022,9,2022
2022-09-01,서울특별시 금천구,22671,228402,30971,430603,-202201,2022,9,2022
2022-09-01,서울특별시 노원구,993,124408,25248,20699,103709,2022,9,2022
2022-09-01,서울특별시 도봉구,149,3431,14753,9060,-5629,2022,9,2022
2022-09-01,서울특별시 동대문구,3155,59292,28064,94255,-34964,2022,9,2022
2022-09-01,서울특별시 동작구,4173,10992,27766,92145,-81154,2022,9,2022
2022-09-01,서울특별시 마포구,43435,218432,42976,314379,-95947,2022,9,2022
2022-09-01,서울특별시 서대문구,920,11864,25489,104796,-92932,2022,9,2022
2022-09-01,서울특별시 서초구,10172,250762,64554,1000501,-749738,2022,9,2022
2022-09-01,서울특별시 성동구,22147,601476,34832,360950,240525,2022,9,2022
2022-09-01,서울특별시 성북구,1556,11139,29134,41939,-30800,2022,9,2022
2022-09-01,서울특별시 양천구,800,12556,26337,42271,-29714,2022,9,2022
2022-09-01,전라남도 담양군,130,3345,1461,4599,-1254,2022,9,2022
2022-09-01,부산광역시 북구,396,3215,11372,10440,-7225,2022,9,2022
2022-09-01,전라남도 무안군,33,1072,3724,2878,-1806,2022,9,2022
2022-09-01,충청남도 계룡시,201,432,1818,4043,-3611,2022,9,2022
2022-09-01,충청남도 공주시,669,51656,3759,24486,27170,2022,9,2022
2022-09-01,충청남도 금산군,265,7233,1550,8019,-786,2022,9,2022
2022-09-01,충청남도 논산시,499,30156,3792,20295,9861,2022,9,2022
2022-09-01,충청남도 당진시,1110,123209,7279,287613,-164404,2022,9,2022
2022-09-01,충청남도 보령시,335,15100,3000,147751,-132652,2022,9,2022
2022-09-01,충청남도 부여군,113,18804,1373,2397,16407,2022,9,2022
2022-09-01,충청남도 서산시,3102,1755851,7764,2428407,-672555,2022,9,2022
2022-09-01,충청남도 서천군,767,46945,1172,8538,38407,2022,9,2022
2022-09-01,충청남도 아산시,19808,6318165,19790,247615,6070551,2022,9,2022
2022-09-01,충청남도 예산군,903,46457,2383,25088,21368,2022,9,2022
2022-09-01,충청남도 천안시,10005,895220,39794,477306,417914,2022,9,2022
2022-09-01,충청남도 청양군,195,8570,696,4811,3759,2022,9,2022
2022-09-01,충청남도 태안군,63,1440,1837,136424,-134984,2022,9,2022
2022-09-01,충청남도 홍성군,637,32092,3358,8299,23794,2022,9,2022
2022-09-01,충청북도 괴산군,142,4986,1071,6378,-1392,2022,9,2022
2022-09-01,충청북도 단양군,36,617,727,8313,-7696,2022,9,2022
2022-09-01,충청북도 보은군,370,21599,859,32767,-11168,2022,9,2022
2022-09-01,충청북도 영동군,79,2217,1177,2796,-579,2022,9,2022
2022-09-01,충청북도 옥천군,266,31913,1379,7255,24657,2022,9,2022
2022-09-01,충청북도 음성군,2350,275287,6012,150885,124402,2022,9,2022
2022-09-01,충청북도 제천시,124,5267,4006,14442,-9175,2022,9,2022
2022-09-01,충청북도 증평군,492,30055,1532,11460,18595,2022,9,2022
2022-09-01,충청북도 진천군,2741,186953,5088,139709,47243,2022,9,2022
2022-09-01,충청북도 청주시,13495,2434297,43614,498046,1936251,2022,9,2022
2022-09-01,제주특별자치도 제주시,377,12426,23300,35629,-23202,2022,9,2022
2022-09-01,전라남도 목포시,96,10010,7886,6170,3841,2022,9,2022
2022-09-01,제주특별자치도 서귀포시,153,1382,9144,4297,-2915,2022,9,2022
2022-09-01,전북특별자치도 정읍시,491,65567,3131,45815,19752,2022,9,2022
2022-09-01,전라남도 보성군,30,395,852,5332,-4937,2022,9,2022
2022-09-01,전라남도 순천시,502,18593,9961,9303,9290,2022,9,2022
2022-09-01,전라남도 신안군,79,3085,409,287,2798,2022,9,2022
2022-09-01,전라남도 여수시,10352,2649261,10399,2784886,-135625,2022,9,2022
2022-09-01,전라남도 영광군,53,13901,1411,3189,10712,2022,9,2022
2022-09-01,전라남도 영암군,132,378512,1995,44688,333823,2022,9,2022
2022-09-01,전라남도 완도군,196,6368,1049,1498,4870,2022,9,2022
2022-09-01,전라남도 장성군,169,4849,990,4300,549,2022,9,2022
2022-09-01,전라남도 장흥군,42,1567,805,702,865,2022,9,2022
2022-09-01,전라남도 진도군,4,376,652,595,-219,2022,9,2022
2022-09-01,전라남도 함평군,45,1864,672,9853,-7989,2022,9,2022
2022-09-01,전라남도 해남군,133,54715,1598,2923,51792,2022,9,2022
2022-09-01,전라남도 화순군,85,6720,1717,4181,2539,2022,9,2022
2022-09-01,전북특별자치도 고창군,23,439,1289,1313,-874,2022,9,2022
2022-09-01,전북특별자치도 군산시,1534,206183,11080,149158,57025,2022,9,2022
2022-09-01,전북특별자치도 김제시,346,33778,2255,50905,-17127,2022,9,2022
2022-09-01,전북특별자치도 남원시,148,3331,2042,2527,804,2022,9,2022
2022-09-01,전북특별자치도 무주군,29,328,505,1803,-1476,2022,9,2022
2022-09-01,전북특별자치도 부안군,48,2424,1088,1098,1325,2022,9,2022
2022-09-01,전북특별자치도 순창군,23,411,543,7435,-7023,2022,9,2022
2022-09-01,전북특별자치도 완주군,1485,129405,3913,53690,75715,2022,9,2022
2022-09-01,전북특별자치도 익산시,1707,140635,9629,107353,33282,2022,9,2022
2022-09-01,전북특별자치도 임실군,47,11963,468,1099,10864,2022,9,2022
2022-09-01,전북특별자치도 장수군,44,505,343,298,207,2022,9,2022
2022-09-01,전북특별자치도 전주시,763,60673,27799,60312,361,2022,9,2022
2022-09-01,전북특별자치도 진안군,47,229,391,53,176,2022,9,2022
2022-09-01,부산광역시 부산진구,1195,10921,19590,20626,-9705,2022,9,2022
2022-09-01,충청북도 충주시,1734,127053,8901,64204,62849,2022,9,2022
2022-09-01,부산광역시 동구,4590,23260,5508,33620,-10360,2022,9,2022
2022-09-01,경기도 성남시,51891,747099,91853,1426173,-679074,2022,9,2022
2022-09-01,경기도 수원시,21959,935632,89176,3529019,-2593387,2022,9,2022
2022-09-01,경기도 시흥시,8606,305593,34299,327021,-21429,2022,9,2022
2022-09-01,경기도 안산시,14133,621025,42552,461294,159731,2022,9,2022
2022-09-01,경기도 안성시,2864,150338,11119,147803,2535,2022,9,2022
2022-09-01,경기도 안양시,7355,281478,41314,607614,-326137,2022,9,2022
2022-09-01,경기도 양주시,1861,73634,11536,65375,8259,2022,9,2022
2022-09-01,경기도 양평군,95,1010,5167,4778,-3768,2022,9,2022
2022-09-01,경기도 여주군,324,7327,4428,14141,-6814,2022,9,2022
2022-09-01,경기도 연천군,113,34958,1703,3552,31406,2022,9,2022
2022-09-01,경기도 오산시,2448,141816,15502,80298,61518,2022,9,2022
2022-09-01,경기도 용인시,20915,1236463,82444,795156,441307,2022,9,2022
